id,replyCount,likeCount,publishedAt,authorName,text,isReply
dbe59d77078c34107c58720d2fcd2e4e30ffb0d7,9.0,107,2022-12-25 18:03:02,8aebfa5749f4fea92af2cc13f28b6f931b49f6e9,How many of you love Dave Bautista ❤️👍🏻,0
d4a7ba44c5206d4034468b9025a667ad3646ed80,3.0,88,2022-12-25 19:26:54,4b53bf0da727b6b41aaeede1b88f074d8a3b2dd3,For a brief sec i tought this was Cabin in The Woods sequel,0
d34721b721696ad835407bf9b8ecf413bc67e5ef,21.0,84,2022-12-26 16:44:51,73522b1ba939fe98daf4408f27f436ed15c18038,Could this be The Happening done right? The trailer feels as if M. Night Shyamalan has been watching Jordan Peele's movies. I hope this be good. And it makes me glad to see Dave Batista shining so much as an actor.,0
3920095b16c4d359b70dde3550f4ef5e6645dd7e,3.0,65,2022-12-25 18:03:14,f085b26983c9dd8dcdbd28817f620bb5b458553a,This looks great. Can’t wait.,0
b9b9da808354fc5b26f56713369fc67eea335a61,0.0,63,2022-12-28 05:02:50,5df1f6583905e9581dadbc7a3fb4284fe8f744ec,The little kid's acting seems sooo good in this trailer. Cant wait to see this,0
9c23562e00e1494151e5d40a0bd218f1a206e5e2,3.0,63,2022-12-27 18:31:36,7b993b050e829925816b736ecfed44b73aa65c12,I honestly can't wait for that hot dog dialogue,0
6bef83cb8246b49173ee46319750cf21f02c884f,6.0,51,2022-12-27 19:02:34,474fc584202419ce4a4f6d92741cab9bb326c5e8,"I highly suggest you all read the book by Paul Tremblay this movie is based on called Cabin at the End of the World...an amazing read! And from the looks of the trailers M. Night seems to be sticking close to the source material (although I do expect some deviations). There's a scene in the book that is an absolute jaw dropper that made me yell ""did I just really read that?"" I'm gonna re-read the book in anticipation for the movie.",0
ce9d68434fb1600c0167759aa189269a20feb58b,7.0,49,2022-12-25 20:00:25,2450ceda1d3ca6f5473b057bbc4916cef64de150,"This second official trailer left me more than impressed, and that makes me want to see Knock at the Cabin (2023) more, it is one of the most unmissable film premieres of 2023 that I have to see directly and exclusively in theaters yes or Yeah.",0
fa20da21748665d1d63d13e46bf53185200be157,19.0,46,2022-12-25 22:35:59,1f0df44f6e0f7d4aa79cc6cc77a8340e911d30cb,"As someone who read the book, this looks like it could be a good adaptation. I am interested if and how Shaymalan is going to put in a signature style of twist that wasn’t in the book but elevates it a little more. Also, I’m impressed by this 2nd trailer because it still doesn’t give too much away. I couldn’t spot anything that had shocked me when I read the book.",0
879612b09850403ec6c3f27a4f087a1fb05fbe35,3.0,44,2022-12-30 14:58:58,fe20caa944ac2cce7ac905376295a2a0aef2ef7b,The trailer gives away so much!!!! I loved the book. 100 percent on board with the adaptation. Definitely a cinema visit.,0
d749b6478efdd545f3f46c5d7dacf1683f5be072,4.0,41,2022-12-25 19:25:59,f6a540c187378c7298e48228cb85ae0e1bea9110,"I am so excited to this movie, Jonathan Groff (The Matrix Resurrection) is star opposite Dave Bautista. I can't wait, it looking good.",0
c3f220169a6b6808e0e47ad133fbcd880a7a5c91,1.0,38,2023-01-04 23:36:44,10b8b636e814de592205f8ed9b519fd89d209597,"What I love how M Night's films is that he takes a cliché trope and twists it. It isn't just an apocalypse, nature is revolting & it makes humanity act oddly; it's not just rapid aging, but the time is distorted. The dialogue and imagery take a rather mundane concept then take it to a really weird, absurd, sometimes hilarious place",0
ab63d10ce9767190848471f8bc2a411f72c46131,2.0,32,2022-12-25 20:50:13,742efbb7ad68906ddb5806fc60dfc40c2ce976b7,"Bautista continues to improve as an actor, I am excited to see him in this movie! Also Rupert Grint is in this movie which makes it even more exciting. The sham-hammers movies are original and have fun twists, this is going to be a great movie, super excited for it!!",0
1698a5e6d2f33f5815c687f1afae4e29d21a82ce,7.0,32,2022-12-27 14:31:12,3d00aa876d4ee692f75b0d0e73213f251d9c0603,"Loved the trailer I hope the movie delivers too. However, as a modern family fan, I couldn't help but picture Cam, Mitch, and Lilly every time the girl and her parents were on screen 🤣",0
ffb80e4fd835262646d4ce991cc32a6c71e89cf7,11.0,28,2022-12-25 19:18:54,d110c8d3df94d2bf72aed5e6c5426b56915de2e1,"I’ve read the book this movie is based on and it looks like they not only stayed true to the source material, but they Really amped it up! Now I’m very excited for this movie!",0
77d3367cd0b92276c4273265a2e8d3c857b9ec9e,3.0,28,2022-12-31 09:33:22,3222de382293ad13a03c7a7d3f2ab3aa5a78ecb1,"OMG they finally made a movie! If anyone wants to read the book this is based on it's called ""The Cabin at the end of the World"" by Paul Trembley and it's brilliant!",0
5300933e9a6e08912f7bddf15cf683c856f1e843,5.0,26,2022-12-25 18:17:11,111f07de2fd7e4345693f894ee5449328044ad06,Remember this wonderful upcoming feature film is based on the book The Cabin At The End Of The World by the excellent horror author Paul Tremblay. If you want to know what happens- read the book!😁,0
8916e5bcbcb61ee71b3966f7f72aacfefb26e082,3.0,25,2022-12-25 19:11:08,2106b4fd076038239df868acfad4d0718c0b7ff5,I haven’t been this excited for a movie in a long time! I really think M. Night is brilliant and so happy I’m part of the 50% of people that enjoy his movies😆,0
66f1ce8feb1cddb6cf338b1ab1154d0e381e95df,0.0,23,2022-12-26 03:08:12,06be3830a2994194b768b7f2ea8638c1e04e8b54,I am just sooo happy and glad that Dave Bautista is getting more roles! The dude is such an underrated dramatic actor!,0
9505760c878a5e19d56a74106f0471ee7317ee34,0.0,23,2023-01-05 11:53:33,1f662d8cdc1f93a54080b2bd39a210bb8adf943c,Dave Bautista is grinding hard. He's really a passionate actor and deserves to get big roles now.,0
a31266b8ff463e1d39fd8be5a2bea10af5ff39e3,1.0,21,2022-12-26 16:50:37,fc6f159bdab40da421f705aa22356b60ba69ec7a,"It's based on the book, ""Cabin at the End of the World."" Solid novel. Dark. Contemplative. You can see they're adding some M. Night-elements to this that should enhance the experience from a viewing perspective. Looks solid!",0
f6edca953807bef53ccdca2b61c4047db906c285,2.0,20,2023-01-01 22:33:57,e86a13de822f18dcbcb0e825ec6f90f4eeb4d102,The scariest part of the trailer was when it said M. Night Shyamalan it gave me chills,0
38bcb4597547170ef9aa15109ea973f3500f0cdd,1.0,19,2023-01-01 18:45:45,3e51bfbdb546babcddd7a88e9fa94c40e703a1e4,M. Night Shyamalan is goated 🐐,0
11616772be40725d7fa76437794578f5e4dec9c0,2.0,18,2023-01-04 21:45:56,f806af9cb46eb32ba932d694a1e620bcde5b1a5d,"This looks like a mix of Cabin in the Woods with Killing of a Sacred Dear. Great cast: Groff, Bautista, Grint. I love when Shyamalan goes straight horror, it's where he shines the most, very curious to watch this one!",0
6dfe814f5eb720ba516e08fc5a5de72111cdacab,0.0,18,2022-12-25 19:59:56,a35cbb69078225829c7289d050dad3182ed76e5f,I love how Bautista is building his acting career around being the Primal Beast who can actually act.,0
bb3c3d2b90b715fc3a83d283eaa380fab3e0c014,6.0,17,2022-12-26 20:44:01,3b1c2a46f16e0651074975e47ddd4c44374660b7,This is the kind of gay representation I like - this looks like a genuinely cool movie,0
36f5102a7726593911a9259ce9f07147f6481cc2,0.0,15,2023-01-08 23:05:27,d29d7c943845893f340d334ffbe39688d096a44f,I just love NIght Shyamalan's movies. They always have a twist. He is so great. I can't take my eyes off the screen!!! 👏👏👏,0
1a6cecbe12a1dc504fa486df8c6a96075a07bc02,1.0,14,2022-12-27 17:46:33,d5a2d9fbaca44cefe2821246d3572c33951904f6,"I'm so in love with Bautista ❤. He keeps getting better and better, can't wait til this comes out.",0
3c084ac0cb604d1972628c402fddb6f75a9e7796,0.0,13,2022-12-25 19:07:28,7e1894202038062691d81622ec8f4f06ecb09c25,That's some damn dark shit,0
d9a2bdce4975f4106063f408b52a3930ed57dac9,2.0,13,2022-12-27 13:22:54,011f8e8a5461912648dd24d237748149fa38e60e,I love Shyamalan's movies for this very reason. He's always got some weird and fresh ideas far from the status quo.,0
57bda7360cbd47cc14c1909d326f334f6ebdae9e,0.0,12,2022-12-26 14:33:23,4e4dd56b07a5eeb98decaaf3ac064ad03c8ee5d0,Johnathan Groff really channelling his Mind hunter skills. I'm so ready,0
29eea179be5a0cd64355ae012eabe2d196540e20,0.0,11,2022-12-31 20:17:04,a0ce64a127e1bb7203d732ce1030fe31094972ca,I have the same reaction upon watching School for Good and Evil's teaser. This is an art.,0
8402d9471f908f71bc9460bf0b1a77f9c2a18e3e,2.0,11,2022-12-27 19:31:28,010347d5f3f1458951897e7563964698cfc2bd60,I love every story idea Shyamalan has ever done and loathed the sometimes non-endings of all of them.,0
13cd3cddbcdd73eff35c7734944faa8c9d521193,0.0,11,2022-12-29 14:29:14,7e3e6d982930a345cb55a7f7b4f0fd13f7a851a5,"After watching this, i almost forgot that Bautista is a former WWE wrestler.",0
a108c847bd3cbb3dc6df68a6ad9504362edc0708,0.0,11,2022-12-27 11:47:31,bfde11c542bb588bc8077c071c4525ac1e1e3387,"Esse trailer foi mais interessante que o primeiro, pois nos mostra que realmente tem um apocalipse acontecendo, e que as escolhas deles tem ação.",0
3e5ed2e39ab119010a63a01e27fc532283b0be88,0.0,11,2023-01-14 15:13:32,559dd6b2ef8b5d2a5ee2f019de3d300ebc220806,This actor is great. He should be in wrestling one day.,0
d8c621b28b9e8b370ee7d9a36bf0b4a26fde017d,1.0,11,2022-12-26 03:57:49,3dd6a4652cdf962df32349303ed018c253eaf187,Looks good and Jonathan Groff is in the cast! Can't wait!,0
562bd5c6f58cc47a5acceac1bda2285823a7f058,3.0,11,2022-12-25 18:01:10,bd037a24d827bfa177b9e145f6368b77866f5219,Looking good,0
7e9e72f3fe85a6aeb536bf4e802f3e72830952f7,3.0,10,2022-12-25 19:36:32,f5cec62886dd77bca4fd5af311ff0b1921d048ab,"As someone who’s read the book, I am very intrigued to see how this turns out",0
6a111040433282d88bf064aa11bf7fe5d87e812f,0.0,10,2022-12-29 17:52:28,a3094b3cee8f0f6c7d0b44b47fb4c87ac100ba78,"Out of ALL of Shams work, this one looks the most intense! I am so in! I hope Rupert Grint gets a fair amount of screen time!",0
17c0bdba2c2fc93ce09c26cc46de6b9fc21c6845,1.0,10,2022-12-25 19:13:52,bf99b07a12173f655ce5b2e016954448ca6865d2,Knock At The Cabin having a single human sacrifice to prevent the end of the entire world & the apocalypse is exactly like The Cabin In The Woods!,0
4608258afdca281aa77c9bb48e7e66de854a79f9,0.0,9,2022-12-25 19:05:36,e559642c126455a48e2d54a5181f189db7769830,So this is where Holden caught himself into while not solving any murder cases. Still waiting for Season 3. #Mindhunter,0
03d70d9a0ff6b2d66b57f39b1a3612159931616d,0.0,9,2022-12-28 07:48:07,069c767830fd8089ec151f48d6a70e5dff25770e,"Yeah, I'm up for this. Bautista is an intriguing and versatile actor for his size. This looks like a very intriguing and fresh story, too. Look forward to it.",0
8b95bbb0ae2b690ec06f3246a6c09e6ba24977b7,0.0,8,2022-12-26 06:08:36,d181a5748f360a7ced06d2c09f7a5d6bfa5c6a49,JONATHAN GROFF!!!! MINDHUNTER IM EXCITED FOR THIS !!! M. NIGHT SHYAMALAN DONE IT AGAIN JUST BY THE CAST DIRECTOR N TRAILER YOU KNOW IT'LL BE INSAAAANELY GREAAAT !!!!!!,0
a5640fc30a20880fde18ce68a986a96e64c31fba,0.0,8,2022-12-31 05:38:51,adf42b3007b374ffab0a91b045c6e697bfabe0e6,AM I THE ONLY ECSTATIC TO SEE JONATHAN GROFF!!!!!! love this guy,0
d6ddf3aca3993c4cf4549cab699bcf81783abd0b,1.0,8,2022-12-26 16:35:06,20dc4aa2bf6cfb9187cd7f5f3f9beb5f8dd7fa11,Happy to see Rupert Grint and to know Mr shyamalan is back.,0
9f54fbbce2e6363cb25f141b1c12d3f9417f4504,0.0,8,2022-12-27 16:55:38,d90aa107682caf3c0a697c5cfc05fd9ffbc28923,I'm in for a Dave Bautista movie❤️🤝🏾🤝🏾...I love hows he's everywhere...he deserves it,0
9668794d0b428dbc51560e00dd522f50e28009db,3.0,8,2022-12-29 13:49:47,aa0dfa77c4b26317614ff388401b5ad770be08f3,when a producer's middle school kid writes a homework assignment to think of a story,0
099839419c3459e3e1c922903378ecaabf4e687e,0.0,7,2023-01-06 10:55:00,43a8736f610639c1f3e08e52a4d1e8d91b010037,The potential this movie has is crazy if it lives up to expectations 🤯,0
d8ca260cc2300fb29e835d57a8d442452be4b0aa,1.0,7,2023-01-04 05:16:09,411af3cc19901ff9d7e73df6b2496562802ab6ec,So glad I read the book before seeing this and having pretty close to the whole plot of the movie spelled out to me. It was so much more rewarding going into the book with the little information I had from seeing the first trailer.,0
46386061a39fedeffe5144d488832ff88c885f42,0.0,7,2023-01-08 23:39:53,b4f339083f35bb043a1324884cdc09487775e21d,"Bautista's acting range is insane. That dude is totally committed to the craft. His acting skills dwarf the abilities of Dwayne and many other A-listers, quite frankly.",0
8428fbb61935afcbbc5455e6d9ef054da46894d8,0.0,7,2022-12-26 09:36:39,d70115c9fed6ee2b22e2261e0c32197dc7262fd0,Jonathan Groff is a masterpiece,0
aa0c73540a2a9a1bdb3cdc5ddf61a06c939a076b,1.0,7,2022-12-30 02:11:09,bb986ab0ca3a822d97f908115a150f302a5e6b67,This film looks outstanding and perfect for sequels. A great director with an amazing plot and cast. This is what the world wants to see! Personally I 100% look forward to experience this thriller.,0
2738bbb82d499f682da7366f995f9b66db5bb2cc,1.0,7,2022-12-27 00:04:03,ca12eadbe009d9831006067e4a4c1f2b50b5e43c,"The two scenes/shots that made me think ""okay, they will stick close to the novel's own ending"" was the light flash in the woods behind Ben Aldridge and the scene of the plane spiraling/falling above Jon and Ben's heads.",0
a54a4419d61cff5ff5d0da25e65080a027d10137,2.0,6,2023-01-01 19:36:43,9311071e52fa6bf996dce66e13d2696474410943,My Two Dads in the Woods 🙄 / Woke Night Shyamalan 😞 / 💪🇺🇸👪🙏🇺🇸☝️,0
f267ef2ca2ff13eefbf85dd604c6dd303e01e030,3.0,6,2022-12-25 18:08:52,b63f8975b190061d7e01ddfdd12533ad1ea3ca16,- The Sixht Sense = Reality Stone - Unbreakable = Power Stone - Signs = Space Stone - The Visit = Mind Stone - Split = Soul Stone - Old = Time Stone - Glass = Infinity Gauntlet,0
ee6977d360a6015934bc657322336a57bd83b29b,11.0,6,2023-01-23 00:30:35,e5fd689068dd2c3d7050c5a50b884b77c1ce12bb,"Of course this movie couldn’t depict a normal, heterosexual family….. let the perverts try to normalize pedophilia… 😢",0
21dc539ce3b9538d1c80c36b298761574402ee37,0.0,6,2022-12-27 14:25:29,47f05dce6ec04825b7fe5d69f8141e866be0d5ab,I just heard this is shot on 35mm to give the movie a 90’s feel. That’s cool. 👏🏻,0
f2861df615b21f070ffee08d0d1dcbd03cb1961a,0.0,6,2022-12-26 02:58:16,e132f57bfbddfde8242bf4408b9d201f5568f474,Goddamn I love Shyamalan. So glad he’s still out here doing it. Excited to see his cameo in this one.,0
a979a063cf557b52b5e2886d539ae8f4b1001487,0.0,6,2023-01-16 07:19:52,6b51fcbecf25f69b1b5f757e04a1e303dae4fe1a,"I can’t wait to see this movie! I hope it’s good! Of course we all expect a shocking twist in an M. Night Shyamalan movie, but we need to see the movie to find out what’s really going on. The one thing we do know is that it it’s not a disaster movie, but a psychological thriller, which Shyamalan does best.",0
b48216ca70c57d5161bcd0379890229daa5b86da,3.0,6,2022-12-26 06:41:58,05ffb4256fdd2fbcd66b850dd42da7761eb9e0e4,Two gay guys take an Asian kid to the woods is a much scarier plot than this,0
05981fafc1ead6965c39aed400cf973786479378,6.0,6,2023-01-24 05:29:32,9a6aff4ace575cf7c5cd43a6dcd9a92bd29baac1,Garbage 🗑️,0
bc1fee17106184439667b2823c4b121fce5c7839,0.0,6,2023-01-05 03:18:08,40f59f3670c509baa87cd9e46f90a7df15e6621e,Jonathan Groff (Broadway) Rupert Grint (Harry Potter) Dave Bautista (Pro Wrestling) 3 of my fandoms in one movie is fucking awesome!,0
0af9c2e9a4eb29ac952dcf99ede37c3962d79745,2.0,6,2022-12-27 17:37:09,511c84eccd0c22317815ce710b30a732052511f6,"This honestly looks really good, but the fact that it’s directed by Shyamalan makes me feel like it’s gonna end up being reeeaaally stupid",0
62a1f338c9190f9e9a6674d50220657c997e4b20,0.0,6,2022-12-25 18:20:41,84aa1a2a67797bb754b4551ba28e645f2edfa408,I’M DEFINITELY GOING TO WATCHING THIS!,0
1301e01ca06561eeccb8145ae199ec01930f6df6,0.0,6,2023-01-14 02:40:06,5657ef0214cffd46dbea3f94f342ae1994cc1a28,No praise for Jonathan Groff? He's amazing at every role he plays!,0
bad459e5af56718c7bda477eccba93775b717626,1.0,6,2022-12-25 18:14:08,15ee4b32e1708e81f7919d057084f23da06f6ce1,inb4 bigots making comments because marginalized people exist.,0
07465866349ca28e833712fe29d5a227770cb9f6,5.0,6,2022-12-25 18:17:44,6b9043c38632e8a92dd8b95dfcab7e9e26cc5d82,"superb trailer, super excited for this one. everything looks so amazingly great. 👏👏👏👏👏👏👏👏👏👏",0
bb10031592e02f5b7705c585d6586e4003fe02b8,13.0,5,2023-01-28 03:39:57,ade3c844a7f514acd68f679ca38c9f605824e83f,This looks dumb as shit,0
58d3f6ea94dd419c2c1978aa3d20641cc2b6b597,1.0,5,2023-01-23 17:21:19,c5ab76e34badf2fd084a15901f71d5854d20148b,Why are there two men and a child? Isn't woke enough i think. No trans people in the frame.,0
fde4d7169e720992c22cb60b40ccc885fac22fde,1.0,5,2023-01-13 03:30:29,40b09a24309bb700c8353b980455f4261f72f809,Woke!!!!! two dudes with a daughter damn it they ruin all the movies,0
