id,replyCount,likeCount,publishedAt,authorName,text,isReply
7ee2c5d8c3c11c75797dddc62dc4d4bfff3fac5d,354.0,12722,2023-04-17 16:02:41,9e86aa506b4e9c738d41272016a544391286a86b,John Wick's childhood,0
c52c9720f671d50e0635d17ade9a4fc0bc1e964c,76.0,8209,2023-04-23 03:06:19,46d244e70c52661e9ec971cdeda7d8ce92035da8,"I like how the person in the beginning sets up a very obviously creepy atmosphere with the blinking red light in the dark room, and says “see? It’s not scary”",0
8afbe198a8e9cd65974f2f08424edb238a1d1b9a,205.0,7935,2023-04-18 18:32:56,b987bc276a5dc69db6cc0f65c1f7de758074db05,“Monsters are real. They live inside us and sometimes they win.” -Stephen King.,0
f997f453751652e13a87c49789440fe402e3a80f,103.0,5924,2023-04-19 15:17:45,e0a99af5f252fab5f9d19d3179eade48e4274fdc,"I read this short story by Stephen King in his “Night Shift” book and it truly terrified me. Most of the setting takes place in a psychiatrist’s office while the children’s father narrates the entire story while lying on a couch, as his doctor listens and writes notes. Very scary twist at the end, too. Hope this film gives it justice! ❤",0
1b668afa9dd5f530c6e92b42b568de0305b73b7f,60.0,2657,2023-04-18 04:58:16,fbca20629dc6b61521a88796fc99d52ba93bb1a0,We need a Boogeyman 2 where John Wick and The Boogeyman come face to face in a battle of the ages.,0
28c0f9dbc4b722363acd198dae1379b608d5ae64,71.0,2635,2023-04-17 16:19:39,1da273109f15b1c3fd722ad04a0777514e4810a7,This trailer is fantastic! The use of music and humming is literally perfect especially when you look at how it's cut up in editing. Also not giving that much away for a horror movie trailer is key. Look at The Barbarian! As a marketing student this trailer gives me a big smile!,0
9e430e1f3dbfcbb52e7f6cce47b6aba83572e0be,65.0,2593,2023-04-19 15:34:14,72351a4b83cab3ff529588a04ff70f918405f365,Vivian absolutely deserves more roles,0
752c21b1353d574eace8e3dc652fc2c121ed5125,22.0,1288,2023-04-17 16:49:15,cc4325d9ab30dab4ec87cbb3c8316d1d6c6596c2,Now that's a good trailer. Can't wait for it ....Goosebumps.,0
df9f8854686c5760b011c8300cf0e6768420dbfc,39.0,1108,2023-04-17 16:45:02,4f1e474b56963e40f5ac341af18d10094142db4d,I love when they put little kids in danger in horror movies,0
5f0901cfee046232c2240c0eb60c066b9bcc4455,14.0,1090,2023-05-07 09:04:36,141cacb4f778dbb4bcd1f13b579e689876e234ef,"Well, John is not exactly the boogeyman, he is the one you call to kill the boogeyman.",0
926e04042e76fa9340e3d733309300fab3667a18,25.0,785,2023-04-22 13:57:30,2bff18c094b3f15696bb8f63a39bfffe32ca8004,A bedtime story turns into a horror movie this actually has lots of potential to be great,0
c5aa06cb07dd5136eeab6a688a4c7cd4c4241f65,12.0,772,2023-05-05 18:17:22,af08453c6594027238e93ed2668c89d06405aceb,"A horror trailer that actually gives me goosebumps & having me wanting to see it. Well done. It’s been years since a good horror trailer has been well made.🔥 EDIT: I’ve seen the movie. Enjoyed it. Some jump scares got me. Some predictable/ some not. The atmosphere was great. So was the sound effects. It gave me Stranger Things/ Lights Out vibes. The way the movie started has given me chills. I give it a 8/10. Wasn’t the best/ worst but I pretty much enjoyed it. The creature design was pretty cool. (🚨SPOILER ALERT🚨)Also, the way the creature threw the girl at the tv was both jaw dropping & hilarious. If your a fan of Creature Features. Definitely would recommend!💪🏽",0
2ba904be2d0be73649f24a2d989eedfadf6854f8,14.0,497,2023-04-18 08:58:59,aa925be029513e2a5e7f6ab364081d5fde035732,"Vivian absolutely deserves more roles, gifted and well spoken actress",0
4d5544e08a0dada9bb30b3ebdd39df07ee2fa530,20.0,483,2023-04-17 18:24:16,1416e4504ae92e871ae7d5d3a5d727a41f2bd62a,"I love when the sister says that there's no such thing as monsters right before she's attacked by one. They actually hide beneath the dark and blind spots in this world, all you got to do is close your eyes or even look yourself in the mirror to find them.",0
